REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,"2015/02/02 10:30:00",8444.72,31.45,TRADE
NSW1,"2015/02/02 11:00:00",8446.55,29.61,TRADE
NSW1,"2015/02/02 11:30:00",8521.1,29.24,TRADE
NSW1,"2015/02/02 12:00:00",8532.69,30.39,TRADE
NSW1,"2015/02/02 12:30:00",8592.18,30.31,TRADE
NSW1,"2015/02/02 13:00:00",8575.1,29.36,TRADE
NSW1,"2015/02/02 13:30:00",8540.72,30.05,TRADE
NSW1,"2015/02/02 14:00:00",8498.61,31.39,TRADE
NSW1,"2015/02/02 14:30:00",8436.77,30.61,TRADE
NSW1,"2015/02/02 15:00:00",8475.02,28.17,TRADE
NSW1,"2015/02/02 15:30:00",8497.58,28.15,TRADE
NSW1,"2015/02/02 16:00:00",8598.42,28.73,TRADE
NSW1,"2015/02/02 16:30:00",8560.98,29.01,TRADE
NSW1,"2015/02/02 17:00:00",8510.32,28.15,TRADE
NSW1,"2015/02/02 17:30:00",8374.83,28.33,TRADE
NSW1,"2015/02/02 18:00:00",8252.49,28,TRADE
NSW1,"2015/02/02 18:30:00",8122.19,27.9,TRADE
NSW1,"2015/02/02 19:00:00",7973.82,28.08,TRADE
NSW1,"2015/02/02 19:30:00",8008.5,28.16,TRADE
NSW1,"2015/02/02 20:00:00",8026.39,28.32,TRADE
NSW1,"2015/02/02 20:30:00",7842.95,28.04,TRADE
NSW1,"2015/02/02 21:00:00",7643.65,28.52,TRADE
NSW1,"2015/02/02 21:30:00",7565.78,27.99,TRADE
NSW1,"2015/02/02 22:00:00",7372.24,23.96,TRADE
NSW1,"2015/02/02 22:30:00",7324.76,25.85,TRADE
NSW1,"2015/02/02 23:00:00",7168.73,23.65,TRADE
NSW1,"2015/02/02 23:30:00",7061.4,24.35,TRADE
NSW1,"2015/02/03 00:00:00",6938.3,24,TRADE
NSW1,"2015/02/03 00:30:00",6808.69,24.94,TRADE
NSW1,"2015/02/03 01:00:00",6603.42,23.6,TRADE
NSW1,"2015/02/03 01:30:00",6276.74,18.24,TRADE
NSW1,"2015/02/03 02:00:00",6088.16,18.6,TRADE
NSW1,"2015/02/03 02:30:00",5911.2,18.64,TRADE
NSW1,"2015/02/03 03:00:00",5814.64,17.32,TRADE
NSW1,"2015/02/03 03:30:00",5905.5,18.92,TRADE
NSW1,"2015/02/03 04:00:00",5945.39,18.96,TRADE
NSW1,"2015/02/03 04:30:00",6153.89,18.58,TRADE
NSW1,"2015/02/03 05:00:00",6400.1,23.8,TRADE
NSW1,"2015/02/03 05:30:00",6915.96,28.8,TRADE
NSW1,"2015/02/03 06:00:00",7382.05,28.76,TRADE
NSW1,"2015/02/03 06:30:00",7747.31,32.8,TRADE
NSW1,"2015/02/03 07:00:00",8080.77,35.68,TRADE
NSW1,"2015/02/03 07:30:00",8167.08,32.31,TRADE
NSW1,"2015/02/03 08:00:00",8234.71,32.28,TRADE
NSW1,"2015/02/03 08:30:00",8314.74,33.78,TRADE
NSW1,"2015/02/03 09:00:00",8375.43,34.53,TRADE
NSW1,"2015/02/03 09:30:00",8455.01,35.11,TRADE
NSW1,"2015/02/03 10:00:00",8478.05,35.76,TRADE
NSW1,"2015/02/03 10:30:00",8382.94,34.89,TRADE
NSW1,"2015/02/03 11:00:00",8393.26,34.53,TRADE
NSW1,"2015/02/03 11:30:00",8351.69,32.62,TRADE
NSW1,"2015/02/03 12:00:00",8371.33,32.69,TRADE
NSW1,"2015/02/03 12:30:00",8420.35,33.2,TRADE
NSW1,"2015/02/03 13:00:00",8378.56,32.89,TRADE
NSW1,"2015/02/03 13:30:00",8403.32,34.62,TRADE
NSW1,"2015/02/03 14:00:00",8416.9,35.17,TRADE
NSW1,"2015/02/03 14:30:00",8368.53,34.83,TRADE
NSW1,"2015/02/03 15:00:00",8424.68,34.42,TRADE
NSW1,"2015/02/03 15:30:00",8581.67,34.92,TRADE
NSW1,"2015/02/03 16:00:00",8585.82,34.74,TRADE
NSW1,"2015/02/03 16:30:00",8619.4,34.92,TRADE
NSW1,"2015/02/03 17:00:00",8598.85,34.95,TRADE
NSW1,"2015/02/03 17:30:00",8473,34.72,TRADE
NSW1,"2015/02/03 18:00:00",8388.48,32.73,TRADE
NSW1,"2015/02/03 18:30:00",8239.01,31.82,TRADE
NSW1,"2015/02/03 19:00:00",8161.53,31.6,TRADE
NSW1,"2015/02/03 19:30:00",8132.72,31.51,TRADE
NSW1,"2015/02/03 20:00:00",8190.82,32,TRADE
NSW1,"2015/02/03 20:30:00",7990.4,32.4,TRADE
NSW1,"2015/02/03 21:00:00",7715.8,28.15,TRADE
NSW1,"2015/02/03 21:30:00",7659.04,28.18,TRADE
NSW1,"2015/02/03 22:00:00",7448.58,28.6,TRADE
NSW1,"2015/02/03 22:30:00",7379.31,28.13,TRADE
NSW1,"2015/02/03 23:00:00",7275.81,29.59,TRADE
NSW1,"2015/02/03 23:30:00",7095.72,28.51,TRADE
NSW1,"2015/02/04 00:00:00",7048.62,29.23,TRADE
NSW1,"2015/02/04 00:30:00",6830.73,28.18,TRADE
NSW1,"2015/02/04 01:00:00",6628.57,27.62,TRADE
NSW1,"2015/02/04 01:30:00",6273.04,24.4,TRADE
NSW1,"2015/02/04 02:00:00",6047.86,20.89,TRADE
NSW1,"2015/02/04 02:30:00",5867.69,18.96,TRADE
NSW1,"2015/02/04 03:00:00",5786.73,18.03,TRADE
NSW1,"2015/02/04 03:30:00",5744.54,18.96,TRADE
NSW1,"2015/02/04 04:00:00",5794.32,18.96,TRADE
NSW1,"2015/02/04 04:30:00",6041,22.47,TRADE
NSW1,"2015/02/04 05:00:00",6312.15,26.26,TRADE
NSW1,"2015/02/04 05:30:00",6843.74,30.25,TRADE
NSW1,"2015/02/04 06:00:00",7294.41,28.11,TRADE
NSW1,"2015/02/04 06:30:00",7644.45,32.49,TRADE
NSW1,"2015/02/04 07:00:00",7986.82,36.12,TRADE
NSW1,"2015/02/04 07:30:00",8056.94,32.24,TRADE
NSW1,"2015/02/04 08:00:00",8112.16,31.79,TRADE
NSW1,"2015/02/04 08:30:00",8235.03,32.87,TRADE
NSW1,"2015/02/04 09:00:00",8259.13,32.27,TRADE
NSW1,"2015/02/04 09:30:00",8356.99,32.69,TRADE
NSW1,"2015/02/04 10:00:00",8444.19,33.98,TRADE
NSW1,"2015/02/04 10:30:00",8448.53,34.34,TRADE
NSW1,"2015/02/04 11:00:00",8472.51,34.96,TRADE
NSW1,"2015/02/04 11:30:00",8460.3,36.12,TRADE
NSW1,"2015/02/04 12:00:00",8430.73,35.62,TRADE
NSW1,"2015/02/04 12:30:00",8410.5,34.96,TRADE
NSW1,"2015/02/04 13:00:00",8409.52,34.67,TRADE
NSW1,"2015/02/04 13:30:00",8356.2,34.07,TRADE
NSW1,"2015/02/04 14:00:00",8335.7,34.96,TRADE
NSW1,"2015/02/04 14:30:00",8303.56,35.01,TRADE
NSW1,"2015/02/04 15:00:00",8359.63,34.97,TRADE
NSW1,"2015/02/04 15:30:00",8401.89,34.99,TRADE
NSW1,"2015/02/04 16:00:00",8420.66,35.95,TRADE
NSW1,"2015/02/04 16:30:00",8392.85,35.98,TRADE
NSW1,"2015/02/04 17:00:00",8356.25,36.64,TRADE
NSW1,"2015/02/04 17:30:00",8180.36,34.26,TRADE
NSW1,"2015/02/04 18:00:00",8155.9,34.96,TRADE
NSW1,"2015/02/04 18:30:00",8012.89,35.51,TRADE
NSW1,"2015/02/04 19:00:00",7926.72,35.35,TRADE
NSW1,"2015/02/04 19:30:00",7977.47,37.04,TRADE
NSW1,"2015/02/04 20:00:00",7920.27,35.2,TRADE
NSW1,"2015/02/04 20:30:00",7787.43,34.83,TRADE
NSW1,"2015/02/04 21:00:00",7586.79,30.6,TRADE
NSW1,"2015/02/04 21:30:00",7516.87,28.44,TRADE
NSW1,"2015/02/04 22:00:00",7318.96,27.88,TRADE
NSW1,"2015/02/04 22:30:00",7279.22,28.56,TRADE
NSW1,"2015/02/04 23:00:00",7171.84,29.2,TRADE
NSW1,"2015/02/04 23:30:00",7014.38,28.95,TRADE
NSW1,"2015/02/05 00:00:00",6901.82,29.17,TRADE
NSW1,"2015/02/05 00:30:00",6757.11,28.11,TRADE
NSW1,"2015/02/05 01:00:00",6535.92,27.6,TRADE
NSW1,"2015/02/05 01:30:00",6266.95,25.33,TRADE
NSW1,"2015/02/05 02:00:00",6024.49,22.78,TRADE
NSW1,"2015/02/05 02:30:00",5889.54,21.45,TRADE
NSW1,"2015/02/05 03:00:00",5802.28,18.71,TRADE
NSW1,"2015/02/05 03:30:00",5817.62,20.41,TRADE
NSW1,"2015/02/05 04:00:00",5872.49,22.48,TRADE
NSW1,"2015/02/05 04:30:00",6161.63,27.25,TRADE
NSW1,"2015/02/05 05:00:00",6411.39,28.95,TRADE
NSW1,"2015/02/05 05:30:00",6956.3,37.14,TRADE
NSW1,"2015/02/05 06:00:00",7390.93,35.75,TRADE
NSW1,"2015/02/05 06:30:00",7792.15,41.97,TRADE
NSW1,"2015/02/05 07:00:00",8092.98,42.96,TRADE
NSW1,"2015/02/05 07:30:00",8203.52,39.67,TRADE
NSW1,"2015/02/05 08:00:00",8242.03,35.04,TRADE
NSW1,"2015/02/05 08:30:00",8337.48,34.97,TRADE
NSW1,"2015/02/05 09:00:00",8378.41,35.71,TRADE
NSW1,"2015/02/05 09:30:00",8433.06,34.97,TRADE
NSW1,"2015/02/05 10:00:00",8434.28,36.46,TRADE
NSW1,"2015/02/05 10:30:00",8431.86,35.09,TRADE
NSW1,"2015/02/05 11:00:00",8474.72,35.45,TRADE
NSW1,"2015/02/05 11:30:00",8401.97,35,TRADE
NSW1,"2015/02/05 12:00:00",8407.99,40.84,TRADE
NSW1,"2015/02/05 12:30:00",8390.26,42.19,TRADE
NSW1,"2015/02/05 13:00:00",8394.11,37.86,TRADE
NSW1,"2015/02/05 13:30:00",8451.01,35.5,TRADE
NSW1,"2015/02/05 14:00:00",8442.48,37.51,TRADE
NSW1,"2015/02/05 14:30:00",8414.03,35.32,TRADE
NSW1,"2015/02/05 15:00:00",8451.5,36.49,TRADE
NSW1,"2015/02/05 15:30:00",8476.69,35.33,TRADE
NSW1,"2015/02/05 16:00:00",8510.2,35.13,TRADE
NSW1,"2015/02/05 16:30:00",8532.57,41.62,TRADE
NSW1,"2015/02/05 17:00:00",8532.66,41.04,TRADE
NSW1,"2015/02/05 17:30:00",8452.22,41.78,TRADE
NSW1,"2015/02/05 18:00:00",8349.26,35.11,TRADE
NSW1,"2015/02/05 18:30:00",8264.56,36.27,TRADE
NSW1,"2015/02/05 19:00:00",8222.6,36.98,TRADE
NSW1,"2015/02/05 19:30:00",8300.37,43.98,TRADE
NSW1,"2015/02/05 20:00:00",8256.83,42.77,TRADE
NSW1,"2015/02/05 20:30:00",8029.61,38.84,TRADE
NSW1,"2015/02/05 21:00:00",7767,34.43,TRADE
NSW1,"2015/02/05 21:30:00",7747.24,32.85,TRADE
NSW1,"2015/02/05 22:00:00",7542.32,30.94,TRADE
NSW1,"2015/02/05 22:30:00",7504.56,34.22,TRADE
NSW1,"2015/02/05 23:00:00",7396.64,32.82,TRADE
NSW1,"2015/02/05 23:30:00",7238.4,34.21,TRADE
NSW1,"2015/02/06 00:00:00",7073.6,33.04,TRADE
NSW1,"2015/02/06 00:30:00",6911.75,28.67,TRADE
NSW1,"2015/02/06 01:00:00",6675.96,28.08,TRADE
NSW1,"2015/02/06 01:30:00",6392.27,27,TRADE
NSW1,"2015/02/06 02:00:00",6148.36,24.65,TRADE
NSW1,"2015/02/06 02:30:00",5990.4,22.45,TRADE
NSW1,"2015/02/06 03:00:00",5952.23,23.99,TRADE
NSW1,"2015/02/06 03:30:00",5982.97,24.58,TRADE
NSW1,"2015/02/06 04:00:00",6004.42,24.56,TRADE
NSW1,"2015/02/06 04:30:00",6243.04,27.82,TRADE
NSW1,"2015/02/06 05:00:00",6547.89,30.79,TRADE
NSW1,"2015/02/06 05:30:00",7023.6,34.57,TRADE
NSW1,"2015/02/06 06:00:00",7446.87,34.9,TRADE
NSW1,"2015/02/06 06:30:00",7853.11,41.68,TRADE
NSW1,"2015/02/06 07:00:00",8139.55,45.13,TRADE
NSW1,"2015/02/06 07:30:00",8306.82,39.16,TRADE
NSW1,"2015/02/06 08:00:00",8348.24,37.27,TRADE
NSW1,"2015/02/06 08:30:00",8439.48,38.8,TRADE
NSW1,"2015/02/06 09:00:00",8507.87,44.7,TRADE
NSW1,"2015/02/06 09:30:00",8567.88,39.2,TRADE
NSW1,"2015/02/06 10:00:00",8607.11,35.22,TRADE
NSW1,"2015/02/06 10:30:00",8598.26,35.14,TRADE
NSW1,"2015/02/06 11:00:00",8617.04,37.71,TRADE
NSW1,"2015/02/06 11:30:00",8554.15,36.42,TRADE
NSW1,"2015/02/06 12:00:00",8509.84,37.61,TRADE
NSW1,"2015/02/06 12:30:00",8505.89,37.69,TRADE
NSW1,"2015/02/06 13:00:00",8508.28,38.89,TRADE
NSW1,"2015/02/06 13:30:00",8486,40.41,TRADE
NSW1,"2015/02/06 14:00:00",8440.11,41.04,TRADE
NSW1,"2015/02/06 14:30:00",8448.6,36.77,TRADE
NSW1,"2015/02/06 15:00:00",8501.71,43.95,TRADE
NSW1,"2015/02/06 15:30:00",8613.08,42.6,TRADE
NSW1,"2015/02/06 16:00:00",8690.84,42.8,TRADE
NSW1,"2015/02/06 16:30:00",8704.23,42.95,TRADE
NSW1,"2015/02/06 17:00:00",8620.31,37.51,TRADE
NSW1,"2015/02/06 17:30:00",8464.23,38.48,TRADE
NSW1,"2015/02/06 18:00:00",8394.44,37.53,TRADE
NSW1,"2015/02/06 18:30:00",8248.03,36.63,TRADE
NSW1,"2015/02/06 19:00:00",8160.7,39.01,TRADE
NSW1,"2015/02/06 19:30:00",8251.51,40.76,TRADE
NSW1,"2015/02/06 20:00:00",8222.42,37.73,TRADE
NSW1,"2015/02/06 20:30:00",8083.13,35.52,TRADE
NSW1,"2015/02/06 21:00:00",7867.97,34.97,TRADE
NSW1,"2015/02/06 21:30:00",7852.13,34.77,TRADE
NSW1,"2015/02/06 22:00:00",7725.7,33.55,TRADE
NSW1,"2015/02/06 22:30:00",7659.69,36.33,TRADE
NSW1,"2015/02/06 23:00:00",7550.1,33.96,TRADE
NSW1,"2015/02/06 23:30:00",7323.89,33.24,TRADE
NSW1,"2015/02/07 00:00:00",7167.35,31.21,TRADE
NSW1,"2015/02/07 00:30:00",7001.17,30.31,TRADE
NSW1,"2015/02/07 01:00:00",6719.1,28.8,TRADE
NSW1,"2015/02/07 01:30:00",6437.55,27.96,TRADE
NSW1,"2015/02/07 02:00:00",6175.3,25.36,TRADE
NSW1,"2015/02/07 02:30:00",6000.15,22.63,TRADE
NSW1,"2015/02/07 03:00:00",5927.57,22.41,TRADE
NSW1,"2015/02/07 03:30:00",5884.57,20.31,TRADE
NSW1,"2015/02/07 04:00:00",5887.98,19.26,TRADE
NSW1,"2015/02/07 04:30:00",5961.15,22.86,TRADE
NSW1,"2015/02/07 05:00:00",6020.86,24.41,TRADE
NSW1,"2015/02/07 05:30:00",6246.44,27.96,TRADE
NSW1,"2015/02/07 06:00:00",6333.72,20.02,TRADE
NSW1,"2015/02/07 06:30:00",6632.45,23.87,TRADE
NSW1,"2015/02/07 07:00:00",6881.84,24.98,TRADE
NSW1,"2015/02/07 07:30:00",7222.31,25.22,TRADE
NSW1,"2015/02/07 08:00:00",7455.32,25.1,TRADE
NSW1,"2015/02/07 08:30:00",7705.78,28.1,TRADE
NSW1,"2015/02/07 09:00:00",7759.55,28.58,TRADE
NSW1,"2015/02/07 09:30:00",7830.72,28.23,TRADE
NSW1,"2015/02/07 10:00:00",7820.7,28.27,TRADE
NSW1,"2015/02/07 10:30:00",7807,28.13,TRADE
NSW1,"2015/02/07 11:00:00",7777.81,29.11,TRADE
NSW1,"2015/02/07 11:30:00",7666.56,28.28,TRADE
NSW1,"2015/02/07 12:00:00",7586.82,29.64,TRADE
NSW1,"2015/02/07 12:30:00",7613.23,31.98,TRADE
NSW1,"2015/02/07 13:00:00",7609.92,31.62,TRADE
NSW1,"2015/02/07 13:30:00",7603.38,31.2,TRADE
NSW1,"2015/02/07 14:00:00",7639.77,31.88,TRADE
NSW1,"2015/02/07 14:30:00",7756.1,32.1,TRADE
NSW1,"2015/02/07 15:00:00",7877.29,31.88,TRADE
NSW1,"2015/02/07 15:30:00",8005.46,32.2,TRADE
NSW1,"2015/02/07 16:00:00",8151.96,31.38,TRADE
NSW1,"2015/02/07 16:30:00",8174.9,33.16,TRADE
NSW1,"2015/02/07 17:00:00",8293.03,33.8,TRADE
NSW1,"2015/02/07 17:30:00",8300.24,36.21,TRADE
NSW1,"2015/02/07 18:00:00",8278.85,34.62,TRADE
NSW1,"2015/02/07 18:30:00",8183.83,32.6,TRADE
NSW1,"2015/02/07 19:00:00",8051.59,33.43,TRADE
NSW1,"2015/02/07 19:30:00",8069.83,34.76,TRADE
NSW1,"2015/02/07 20:00:00",8042.3,33.65,TRADE
NSW1,"2015/02/07 20:30:00",7863.44,32.13,TRADE
NSW1,"2015/02/07 21:00:00",7759.59,31.73,TRADE
NSW1,"2015/02/07 21:30:00",7663.26,31.38,TRADE
NSW1,"2015/02/07 22:00:00",7530.96,30.99,TRADE
NSW1,"2015/02/07 22:30:00",7493.77,30.3,TRADE
NSW1,"2015/02/07 23:00:00",7230.1,28.09,TRADE
NSW1,"2015/02/07 23:30:00",7014.39,28.12,TRADE
NSW1,"2015/02/08 00:00:00",6884.61,29.19,TRADE
NSW1,"2015/02/08 00:30:00",6661.82,28.88,TRADE
NSW1,"2015/02/08 01:00:00",6499.36,27.73,TRADE
NSW1,"2015/02/08 01:30:00",6266.73,27.29,TRADE
NSW1,"2015/02/08 02:00:00",6101.36,26.57,TRADE
NSW1,"2015/02/08 02:30:00",5953.73,23.14,TRADE
NSW1,"2015/02/08 03:00:00",5876.41,24.9,TRADE
NSW1,"2015/02/08 03:30:00",5853.31,24.36,TRADE
NSW1,"2015/02/08 04:00:00",5849.48,23.66,TRADE
NSW1,"2015/02/08 04:30:00",5912.56,24.52,TRADE
NSW1,"2015/02/08 05:00:00",5914.55,21.81,TRADE
NSW1,"2015/02/08 05:30:00",6007.05,26.11,TRADE
NSW1,"2015/02/08 06:00:00",6085.92,19.35,TRADE
NSW1,"2015/02/08 06:30:00",6297.47,19.56,TRADE
NSW1,"2015/02/08 07:00:00",6495.41,22.2,TRADE
NSW1,"2015/02/08 07:30:00",6843.17,27.74,TRADE
NSW1,"2015/02/08 08:00:00",7067.88,25.51,TRADE
NSW1,"2015/02/08 08:30:00",7304.81,27.68,TRADE
NSW1,"2015/02/08 09:00:00",7449.15,27.63,TRADE
NSW1,"2015/02/08 09:30:00",7645.19,28.1,TRADE
NSW1,"2015/02/08 10:00:00",7672.79,27.99,TRADE
NSW1,"2015/02/08 10:30:00",7791.33,28.04,TRADE
NSW1,"2015/02/08 11:00:00",7946.95,28.28,TRADE
NSW1,"2015/02/08 11:30:00",8125.02,29.59,TRADE
NSW1,"2015/02/08 12:00:00",8304.13,31.52,TRADE
NSW1,"2015/02/08 12:30:00",8524.14,30.78,TRADE
NSW1,"2015/02/08 13:00:00",8686.63,31.74,TRADE
NSW1,"2015/02/08 13:30:00",8887.08,32.35,TRADE
NSW1,"2015/02/08 14:00:00",9130.12,32.58,TRADE
NSW1,"2015/02/08 14:30:00",9350.11,33.33,TRADE
NSW1,"2015/02/08 15:00:00",9538.89,34.53,TRADE
NSW1,"2015/02/08 15:30:00",9741.53,35.27,TRADE
NSW1,"2015/02/08 16:00:00",9895.41,37.08,TRADE
NSW1,"2015/02/08 16:30:00",9893.66,37.55,TRADE
NSW1,"2015/02/08 17:00:00",10022.96,41.94,TRADE
NSW1,"2015/02/08 17:30:00",10062.66,42.91,TRADE
NSW1,"2015/02/08 18:00:00",9935.91,40.12,TRADE
NSW1,"2015/02/08 18:30:00",9720.59,36.44,TRADE
NSW1,"2015/02/08 19:00:00",9455.8,34.35,TRADE
NSW1,"2015/02/08 19:30:00",9476.82,34.39,TRADE
NSW1,"2015/02/08 20:00:00",9339.68,33.17,TRADE
NSW1,"2015/02/08 20:30:00",9135.71,32.17,TRADE
NSW1,"2015/02/08 21:00:00",8756.13,29.16,TRADE
NSW1,"2015/02/08 21:30:00",8497.63,29.03,TRADE
NSW1,"2015/02/08 22:00:00",8059.55,28.09,TRADE
NSW1,"2015/02/08 22:30:00",7791.44,29.18,TRADE
NSW1,"2015/02/08 23:00:00",7467.86,27.8,TRADE
NSW1,"2015/02/08 23:30:00",7211.93,28.01,TRADE
NSW1,"2015/02/09 00:00:00",7102.75,27.3,TRADE
NSW1,"2015/02/09 00:30:00",6905.18,28.15,TRADE
NSW1,"2015/02/09 01:00:00",6708.75,24.28,TRADE
NSW1,"2015/02/09 01:30:00",6392.52,18.96,TRADE
NSW1,"2015/02/09 02:00:00",6211.76,18.96,TRADE
NSW1,"2015/02/09 02:30:00",6180.87,18.96,TRADE
NSW1,"2015/02/09 03:00:00",6130.21,18.96,TRADE
NSW1,"2015/02/09 03:30:00",6151.28,18.92,TRADE
NSW1,"2015/02/09 04:00:00",6227.3,18.96,TRADE
NSW1,"2015/02/09 04:30:00",6474.09,19.7,TRADE
NSW1,"2015/02/09 05:00:00",6697.9,23.91,TRADE
NSW1,"2015/02/09 05:30:00",7279.51,28.03,TRADE
NSW1,"2015/02/09 06:00:00",7727.65,26.03,TRADE
NSW1,"2015/02/09 06:30:00",8158.64,28.23,TRADE
NSW1,"2015/02/09 07:00:00",8579.71,29.15,TRADE
NSW1,"2015/02/09 07:30:00",8791.7,28.29,TRADE
NSW1,"2015/02/09 08:00:00",8981.47,29.85,TRADE
NSW1,"2015/02/09 08:30:00",9135.96,31.52,TRADE
NSW1,"2015/02/09 09:00:00",9281.18,34.44,TRADE
NSW1,"2015/02/09 09:30:00",9394.99,35.72,TRADE
NSW1,"2015/02/09 10:00:00",9408.38,34.92,TRADE
NSW1,"2015/02/09 10:30:00",9415.56,35.06,TRADE
NSW1,"2015/02/09 11:00:00",9386.9,34.42,TRADE
NSW1,"2015/02/09 11:30:00",9422.06,34.88,TRADE
NSW1,"2015/02/09 12:00:00",9382.45,34.96,TRADE
NSW1,"2015/02/09 12:30:00",9341.34,34.68,TRADE
NSW1,"2015/02/09 13:00:00",9387.74,34.36,TRADE
NSW1,"2015/02/09 13:30:00",9385.67,34.85,TRADE
NSW1,"2015/02/09 14:00:00",9466.24,34.97,TRADE
NSW1,"2015/02/09 14:30:00",9456.95,35.28,TRADE
NSW1,"2015/02/09 15:00:00",9541.59,35.6,TRADE
NSW1,"2015/02/09 15:30:00",9594.79,37.03,TRADE
NSW1,"2015/02/09 16:00:00",9577.85,39.49,TRADE
NSW1,"2015/02/09 16:30:00",9596.05,38.43,TRADE
NSW1,"2015/02/09 17:00:00",9539.62,39.11,TRADE
NSW1,"2015/02/09 17:30:00",9339.83,35.01,TRADE
NSW1,"2015/02/09 18:00:00",9244.73,34.96,TRADE
NSW1,"2015/02/09 18:30:00",9024.21,33.15,TRADE
NSW1,"2015/02/09 19:00:00",8959.04,34.84,TRADE
